@ 86400 IN SOA dns hostmaster 2015042302 7200 3600 7200 600
@ 86400 IN MX 10 mailin1
86400 IN MX 10 mailin2
kug250-234 86400 IN A 192.168.250.234
kug250-235 86400 IN A 192.168.250.235
kug250-236 86400 IN A 192.168.250.236
kug250-237 86400 IN A 192.168.250.237
kug250-238 86400 IN A 192.168.250.238
kug250-239 86400 IN A 192.168.250.239
uu131-056 86400 IN A 193.170.131.56
datasync 600 IN CNAME s-ds1
w-tp15-006a 86400 IN A 193.170.130.186
w-tp15-006b 86400 IN A 193.170.130.55
webmaildev1 86400 IN CNAME s-webmaildev1
uu131-060 86400 IN A 193.170.131.60
p-mg41-067a 86400 IN A 193.170.131.100
w-ls19-008a 86400 IN A 192.168.170.12
r-vlan50 86400 IN A 193.170.191.193
sensor1x 86400 IN A 193.170.191.120
ap07-br19 86400 IN A 192.168.248.87
ap07-br21 86400 IN A 192.168.248.136
services.phaidra 86400 IN CNAME phaidra
w-tp15-017a 86400 IN A 193.170.130.6
zid191-080 86400 IN A 193.170.191.80
tabglioe 86400 IN A 193.170.128.197
s-filr-db1 86400 IN A 193.170.53.25
chef 86400 IN CNAME s-www-chef1
tapmsupport 86400 IN A 193.170.129.180
sw-ls82-106aa 86400 IN A 193.170.190.106
u-ls15-017a 86400 IN A 192.168.11.44
zid191-100 86400 IN A 193.170.191.100
w-bg21-036a 86400 IN A 192.168.191.23
zid191-101 86400 IN A 193.170.191.101
zid191-102 86400 IN A 193.170.191.102
s-anm1 86400 IN A 192.168.107.136
wlan-ap-mgmt-con1 86400 IN A 192.168.248.6
wlan-ap-mgmt-con2 86400 IN A 192.168.248.8
sw4-br19-sz 86400 IN A 193.170.190.115
zid191-105 86400 IN A 193.170.191.105
sw-lg14-202a 86400 IN A 193.170.190.82
sw-lg14-202b 86400 IN A 193.170.190.83
sw-lg14-202c 86400 IN A 193.170.190.84
zid191-108 86400 IN A 193.170.191.108
kug128-013 86400 IN A 193.170.128.13
zid191-109 86400 IN A 193.170.191.109
u-bg17-159a 86400 IN A 192.168.11.21
86400 IN A 192.168.11.63
u-bg17-159b 86400 IN A 192.168.11.20
u-bg17-159d 86400 IN A 192.168.11.22
u-bg17-159e 86400 IN A 192.168.11.23
u-bg17-159f 86400 IN A 192.168.11.31
koller 86400 IN CNAME pm208a
kug128-019 86400 IN A 193.170.128.19
ap33-rk 86400 IN A 192.168.248.125
hooks.phaidra 86400 IN CNAME phaidra
uu-rk-wlan-100-150 86400 IN A 193.170.100.150
ap-bu03-116a 86400 IN A 192.168.248.153
kug128-030 86400 IN A 193.170.128.30
s-filr-fe1 86400 IN A 193.170.52.24
online 600 IN A 193.170.128.166
p-lg14-vera 86400 IN A 193.170.128.242
servicedesk 86400 IN CNAME s-nsd1
veradisk 86400 IN A 193.170.130.105
p-mg41-050a 86400 IN A 192.168.247.133
m-bg17-056a 86400 IN A 192.168.247.26
sensor6 86400 IN A 193.170.131.196
s-vcops1 86400 IN A 192.168.107.111
s-vcops2 86400 IN A 192.168.107.112
p-bg03-201a 86400 IN A 192.168.247.42
ap21-mm 86400 IN A 192.168.248.99
sensor2x 86400 IN A 193.170.100.60
webmaildev 86400 IN CNAME s-webmaildev1
tapmcpu 86400 IN A 193.170.129.173
daten 86400 IN A 193.170.130.148
sensor3x 86400 IN A 193.170.190.220
s-s2-esx4-ilo 86400 IN A 192.168.107.237
sensor4x 86400 IN A 193.170.130.155
r-tu-outside 86400 IN A 193.170.190.250
sensor5x 86400 IN A 193.170.129.92
oeh1 86400 IN A 193.170.190.61
ap21-rk 86400 IN A 192.168.248.71
dbp1 600 IN CNAME s-co-dbp1
dbp2 600 IN CNAME s-co-dbp2
sensor2 86400 IN A 193.170.190.71
sensor3 86400 IN A 193.170.190.160
sensor5 86400 IN A 193.170.129.34
dbq1 600 IN CNAME s-co-dbq1
dbq2 600 IN CNAME s-co-dbq2
p-bg03-210a 86400 IN A 192.168.247.41
w-wm03-info 86400 IN A 193.170.129.85
s-vma1 86400 IN A 192.168.107.106
